AU,year,title,journal,citations,DOI link
"Ticehurst, JL | Cresswell, HP | Jakeman, AJ",2003,Using a physically based model to conduct a sensitivity analysis of subsurface lateral flow in south-east Australia,ENVIRONMENTAL MODELLING & SOFTWARE,15,https://dx.doi.org/10.1016/S1364-8152(03)00075-6
"Li, L | Bao, C | Sullivan, PL | Brantley, S | Shi, YN | Duffy, C",2017,Understanding watershed hydrogeochemistry: 2. Synchronized hydrological and geochemical processes drive stream chemostatic behavior,WATER RESOURCES RESEARCH,15,https://dx.doi.org/10.1002/2016WR018935
"Zagonari, F | Rossi, C",2013,A heterogeneous multi-criteria multi-expert decision-support system for scoring combinations of flood mitigation and recovery options,ENVIRONMENTAL MODELLING & SOFTWARE,15,https://dx.doi.org/10.1016/j.envsoft.2013.08.004
"Meixner, T | Bastidas, LA | Gupta, HV | Bales, RC",2002,Multicriteria parameter estimation for models of stream chemical composition,WATER RESOURCES RESEARCH,15,https://dx.doi.org/10.1029/2000WR000112
"Brunetti, G | Simunek, J | Turco, M | Piro, P",2017,On the use of surrogate-based modeling for the numerical analysis of Low Impact Development techniques,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2017.03.013
"Laloy, E | Bielders, CL",2008,"Plot scale continuous modelling of runoff in a maize cropping system with dynamic soil, surface properties",JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2007.11.033
"Dotto, CBS | Kleidorfer, M | Deletic, A | Rauch, W | McCarthy, DT",2014,Impacts of measured data uncertainty on urban stormwater models,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2013.10.025
"Sabouri, F | Gharabaghi, B | Sattar, AMA | Thompson, AM",2016,Event-based stormwater management pond runoff temperature model,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2016.06.017
"Panagopoulos, Y | Gassman, PW | Jha, MK | Kling, CL | Campbell, T | Srinivasan, R | White, M | Arnold, JG",2015,A refined regional modeling approach for the Corn Belt - Experiences and recommendations for large-scale integrated modeling,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2015.02.039
"Cooley, RL",2000,An analysis of the pilot point methodology for automated calibration of an ensemble of conditionally simulated transmissivity fields,WATER RESOURCES RESEARCH,15,https://dx.doi.org/10.1029/2000WR900008
"Wang, TJ | Franz, TE | Zlotnik, VA | You, JS | Shulski, MD",2015,Investigating soil controls on soil moisture spatial variability: Numerical simulations and field observations,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2015.03.019
"Lindgaard, E | Lund, E",2011,Optimization formulations for the maximum nonlinear buckling load of composite structures,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,15,https://dx.doi.org/10.1007/s00158-010-0593-8
"Pedersen, P | Pedersen, NL",2012,Interpolation/penalization applied for strength design of 3D thermoelastic structures,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,15,https://dx.doi.org/10.1007/s00158-011-0755-3
"Choi, JH | Penmetsa, RC | Grandhi, RV",2005,Shape optimization of the cavitator for a supercavitating torpedo,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,15,https://dx.doi.org/10.1007/s00158-004-0466-0
"Jin, WY | Dennis, BH | Wang, BP",2010,Improved sensitivity analysis using a complex variable semi-analytical method,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,15,https://dx.doi.org/10.1007/s00158-009-0427-8
"Mehmani, A | Chowdhury, S | Messac, A",2015,Predictive quantification of surrogate model fidelity based on modal variations with sample density,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,15,https://dx.doi.org/10.1007/s00158-015-1234-z
"Stegmann, J | Lund, E",2005,Nonlinear topology optimization of layered shell structures,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,15,https://dx.doi.org/10.1007/s00158-004-0468-y
"Lee, J | Kitanidis, PK",2013,Bayesian inversion with total variation prior for discrete geologic structure identification,WATER RESOURCES RESEARCH,15,https://dx.doi.org/10.1002/2012WR013431
"Li, Z | Mao, XZ",2011,Global multiquadric collocation method for groundwater contaminant source identification,ENVIRONMENTAL MODELLING & SOFTWARE,15,https://dx.doi.org/10.1016/j.envsoft.2011.07.010
"Mara, TA | Tarantola, S | Annoni, P",2015,Non-parametric methods for global sensitivity analysis of model output with dependent inputs,ENVIRONMENTAL MODELLING & SOFTWARE,15,https://dx.doi.org/10.1016/j.envsoft.2015.07.010
"Konda, U | Singh, T | Singla, P | Scott, P",2010,Uncertainty propagation in puff-based dispersion models using polynomial chaos,ENVIRONMENTAL MODELLING & SOFTWARE,15,https://dx.doi.org/10.1016/j.envsoft.2010.04.005
"Massmann, C | Wagener, T | Holzmann, H",2014,A new approach to visualizing time-varying sensitivity indices for environmental model diagnostics across evaluation time-scales,ENVIRONMENTAL MODELLING & SOFTWARE,15,https://dx.doi.org/10.1016/j.envsoft.2013.09.033
"White, JT | Fienen, MN | Doherty, JE",2016,A python framework for environmental model uncertainty analysis,ENVIRONMENTAL MODELLING & SOFTWARE,15,https://dx.doi.org/10.1016/j.envsoft.2016.08.017
"Zoras, S | Triantafyllou, AG | Hurley, PJ",2007,Grid sensitivity analysis for the calibration of a prognostic meteorological model in complex terrain by a screening experiment,ENVIRONMENTAL MODELLING & SOFTWARE,15,https://dx.doi.org/10.1016/j.envsoft.2005.09.010
"Sheikh, V | van Loon, E | Hessel, R | Jetten, V",2010,Sensitivity of LISEM predicted catchment discharge to initial soil moisture content of soil profile,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2010.08.016
"Warsta, L | Taskinen, A | Koivusalo, H | Paasonen-Kivekas, M | Karvonen, T",2013,"Modelling soil erosion in a clayey, subsurface-drained agricultural field with a three-dimensional FLUSH model",JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2013.06.020
"Morgan, TKKB | Sardelic, DN | Waretini, AF",2012,The Three Gorges Project: How sustainable?,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2012.05.008
"Tang, GP | Mayes, MA | Parker, JC | Yin, XPL | Watson, DB | Jardine, PM",2009,Improving parameter estimation for column experiments by multi-model evaluation and comparison,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2009.07.063
"Zhang, JL | Li, YP | Huang, GH | Chen, X | Bao, AM",2016,Assessment of parameter uncertainty in hydrological model using a Markov-Chain-Monte-Carlo-based multilevel-factorial-analysis method,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2016.04.044
"Boulange, J | Watanabe, H | Inao, K | Iwafune, T | Zhang, MH | Luo, YZ | Arnold, J",2014,Development and validation of a basin scale model PCPF-1@SWAT for simulating fate and transport of rice pesticides,JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2014.05.013
"Hill, MC",2010,"Comment on ""Two statistics for evaluating parameter identifiability and error reduction"" by John Doherty and Randall J. Hunt",JOURNAL OF HYDROLOGY,15,https://dx.doi.org/10.1016/j.jhydrol.2009.10.011
"Herb, WR | Stefan, HG",2011,Modified equilibrium temperature models for cold-water streams,WATER RESOURCES RESEARCH,15,https://dx.doi.org/10.1029/2010WR009586
"Hilding, D | Torstenfelt, B | Klarbring, A",2001,A computational methodology for shape optimization of structures in frictionless contact,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/S0045-7825(00)00310-8
"Stupkiewicz, S | Lengiewicz, J | Korelc, J",2010,Sensitivity analysis for frictional contact problems in the augmented Lagrangian formulation,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/j.cma.2010.03.021
"Nouy, A | Chevreuil, M | Safatly, E",2011,Fictitious domain method and separated representations for the solution of boundary value problems on uncertain parameterized domains,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/j.cma.2011.07.002
"Cvetkovic, V | Cheng, H | Byegard, J | Winberg, A | Tullborg, EL | Widestrand, H",2010,Transport and retention from single to multiple fractures in crystalline rock at Aspo (Sweden): 1. Evaluation of tracer test results and sensitivity analysis,WATER RESOURCES RESEARCH,14,https://dx.doi.org/10.1029/2009WR008013
"Liu, HX | Savic, D | Kapelan, Z | Zhao, M | Yuan, YX | Zhao, HB",2014,A diameter-sensitive flow entropy method for reliability consideration in water distribution system design,WATER RESOURCES RESEARCH,14,https://dx.doi.org/10.1002/2013WR014882
"Jardak, M | Ghanem, RG",2004,Spectral stochastic homogenization of divergence-type PDEs,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/j.cma.2003.05.001
"Keshavarzzadeh, V | Fernandez, F | Tortorelli, DA",2017,Topology optimization under uncertainty via non-intrusive polynomial chaos expansion,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/j.cma.2017.01.019
"Montalto, FA | Parlange, JY | Steenhuis, TS",2007,A simple model for predicting water table fluctuations in a tidal marsh,WATER RESOURCES RESEARCH,14,https://dx.doi.org/10.1029/2004WR003913
"Zanardo, S | Harman, CJ | Troch, PA | Rao, PSC | Sivapalan, M",2012,Intra-annual rainfall variability control on interannual variability of catchment water balance: A stochastic analysis,WATER RESOURCES RESEARCH,14,https://dx.doi.org/10.1029/2010WR009869
"Brigode, P | Bernardara, P | Paquet, E | Gailhard, J | Garavaglia, F | Merz, R | Micovic, Z | Lawrence, D | Ribstein, P",2014,Sensitivity analysis of SCHADEX extreme flood estimations to observed hydrometeorological variability,WATER RESOURCES RESEARCH,14,https://dx.doi.org/10.1002/2013WR013687
"Elsheikh, AH | Wheeler, MF | Hoteit, I",2013,"Nested sampling algorithm for subsurface flow model selection, uncertainty quantification, and nonlinear calibration",WATER RESOURCES RESEARCH,14,https://dx.doi.org/10.1002/2012WR013406
"Herckenrath, D | Auken, E | Christiansen, L | Behroozmand, AA | Bauer-Gottwein, P",2012,Coupled hydrogeophysical inversion using time-lapse magnetic resonance sounding and time-lapse gravity data for hydraulic aquifer testing: Will it work in practice?,WATER RESOURCES RESEARCH,14,https://dx.doi.org/10.1029/2011WR010411
"Watson, TA | Doherty, JE | Christensen, S",2013,Parameter and predictive outcomes of model simplification,WATER RESOURCES RESEARCH,14,https://dx.doi.org/10.1002/wrcr.20145
"Palar, PS | Tsuchiya, T | Parks, GT",2016,Multi-fidelity non-intrusive polynomial chaos based on regression,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/j.cma.2016.03.022
"Navarrina, F | Lopez-Fontan, S | Colominas, I | Bendito, E | Casteleiro, M",2000,High order shape design sensitivity: a unified approach,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/S0045-7825(99)00355-2
"Kang, Z | Wang, YG | Wang, YQ",2016,Structural topology optimization with minimum distance control of multiphase embedded components by level set method,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/j.cma.2016.04.001
"Lemaire, E | Rochus, V | Golinval, JC | Duysinx, P",2008,Microbeam pull-in voltage topology optimization including material deposition constraint,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,14,https://dx.doi.org/10.1016/j.cma.2008.03.024
"Wildemeersch, S | Goderniaux, P | Orban, P | Brouyere, S | Dassargues, A",2014,Assessing the effects of spatial discretization on large-scale flow model performance and prediction uncertainty,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2013.12.020
"Markus, M | Angel, JR | Yang, L | Hejazi, MI",2007,Changing estimates of design precipitation in Northeastern Illinois: Comparison between different sources and sensitivity analysis,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrot.2007.09.024
"Blasques, JP | Stolpe, M",2011,Maximum stiffness and minimum weight optimization of laminated composite beams using continuous fiber angles,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,14,https://dx.doi.org/10.1007/s00158-010-0592-9
"Hsu, Y | Anderson, KS",2002,Recursive sensitivity analysis for constrained multi-rigid-body dynamic systems design optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,14,https://dx.doi.org/10.1007/s00158-002-0242-y
"Singh, PK | Bhunya, PK | Mishra, SK | Chaube, UC",2007,An extended hybrid model for synthetic unit hydrograph derivation,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2007.01.006
"Li, L | Maier, HR | Partington, D | Lambert, MF | Simmons, CT",2014,Performance assessment and improvement of recursive digital baseflow filters for catchments with different physical characteristics and hydrological inputs,ENVIRONMENTAL MODELLING & SOFTWARE,14,https://dx.doi.org/10.1016/j.envsoft.2013.12.011
"Coelho, RF | Lebon, J | Bouillard, P",2011,Hierarchical stochastic metamodels based on moving least squares and polynomial chaos expansion,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,14,https://dx.doi.org/10.1007/s00158-010-0608-5
"Yamasaki, S | Nomura, T | Kawamoto, A | Sato, K | Izui, K | Nishiwaki, S",2010,A level set based topology optimization method using the discretized signed distance function as the design variables,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,14,https://dx.doi.org/10.1007/s00158-009-0453-6
"Zuo, WJ | Bai, JT | Yu, JF",2016,Sensitivity reanalysis of static displacement using Taylor series expansion and combined approximate method,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,14,https://dx.doi.org/10.1007/s00158-015-1368-z
"Carpani, M | Bergez, JE | Monod, H",2012,Sensitivity analysis of a hierarchical qualitative model for sustainability assessment of cropping systems,ENVIRONMENTAL MODELLING & SOFTWARE,14,https://dx.doi.org/10.1016/j.envsoft.2011.10.002
"Beck, MB",2005,Environmental foresight and structural change,ENVIRONMENTAL MODELLING & SOFTWARE,14,https://dx.doi.org/10.1016/j.envsoft.2004.04.005
"Gal, G | Makler-Pick, V | Shachar, N",2014,Dealing with uncertainty in ecosystem model scenarios: Application of the single-model ensemble approach,ENVIRONMENTAL MODELLING & SOFTWARE,14,https://dx.doi.org/10.1016/j.envsoft.2014.05.015
"Larocque, GR | Bhatti, JS | Ascough, JC | Liu, J | Luckai, N | Mailly, D | Archambault, L | Gordon, AM",2011,An analytical framework to assist decision makers in the use of forest ecosystem model predictions,ENVIRONMENTAL MODELLING & SOFTWARE,14,https://dx.doi.org/10.1016/j.envsoft.2010.03.009
"Zhan, Y | Zhang, MH",2013,Application of a combined sensitivity analysis approach on a pesticide environmental risk indicator,ENVIRONMENTAL MODELLING & SOFTWARE,14,https://dx.doi.org/10.1016/j.envsoft.2013.08.005
"Whitehead, PG | Bussi, G | Bowes, MJ | Read, DS | Hutchins, MG | Elliott, JA | Dadson, SJ",2015,Dynamic modelling of multiple phytoplankton groups in rivers with an application to the Thames river system in the UK,ENVIRONMENTAL MODELLING & SOFTWARE,14,https://dx.doi.org/10.1016/j.envsoft.2015.09.010
"Amstutz, S",2011,Connections between topological sensitivity analysis and material interpolation schemes in topology optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,14,https://dx.doi.org/10.1007/s00158-010-0607-6
"Park, BU | Seo, YD | Sigmund, O | Youn, SK",2013,Shape optimization of the stokes flow problem based on isogeometric analysis,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,14,https://dx.doi.org/10.1007/s00158-013-0939-0
"Pedersen, P | Pedersen, NL",2010,Strength optimized designs of thermoelastic structures,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,14,https://dx.doi.org/10.1007/s00158-010-0535-5
"Dai, H | Ye, M",2015,Variance-based global sensitivity analysis for multiple scenarios and models with implementation using sparse grid collocation,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2015.06.034
"Pagano, TC | Wang, QJ | Hapuarachchi, P | Robertson, D",2011,A dual-pass error-correction technique for forecasting streamflow,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2011.05.036
"Medici, C | Wade, AJ | Frances, F",2012,Does increased hydrochemical model complexity decrease robustness?,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2012.02.047
"Dai, C | Xue, L | Zhang, DX | Guadagnini, A",2016,Data-worth analysis through probabilistic collocation-based Ensemble Kalman Filter,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2016.06.037
"Kannan, N | Santhi, C | Arnold, JG",2008,Development of an automated procedure for estimation of the spatial variation of runoff in large river basins,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2008.06.001
"Herckenrath, D | Doherty, J | Panday, S",2015,Incorporating the effect of gas in modelling the impact of CBM extraction on regional groundwater systems,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2015.02.012
"Tsai, FTC | Sun, NZ | Yeh, WWG",2005,Geophysical parameterization and parameter structure identification using natural neighbors in groundwater inverse problems,JOURNAL OF HYDROLOGY,14,https://dx.doi.org/10.1016/j.jhydrol.2004.11.004
